Category,Unit,Process,Total  eco-costs  (euro),eco-costs of human health (euro),eco-costs of exo-tocicity (euro ),eco-costs of resource (scarcity   euro),eco-costs of carbon  (footprint euro),eco-costs of Acidification (euro ),eco-costs of Eutrophication (euro ),eco-costs of Photochemical (oxidants   euro ),eco-costs of Fine dust (euro ),eco-costs of Human tocicity (cancer        euro ),eco-costs of Human tocicity (non-canc  euro),eco-costs of Ecotoxicity  (freshwater euro ),eco-costs of Metals Scarcity (euro ),eco-costs of fossil products (              euro),eco-costs of uranium (euro ),eco-costs of land-use (euro ),eco-costs of Baseline Water (Stress       euro ),eco-costs of Landfill ( euro ),Carbon footprint (kg CO2 equiv.),CED (Total) (MJ),Non-renewable fossil (MJ),Non-renewable nuclear (MJ),Non-renewable biomass (MJ),Renewable biomass (MJ),"Renewable wind, solar, geo (MJ)",Renewable water (MJ),ReCiPe2016 endpoint (Pt) (World(2010) H/A),ReCiPe human health (Pt),ReCiPe ecotoxixity (Pt),ReCiPe resources (Pt),ReCiPe human health (DALY),ReCiPe ecotoxixity (species.year),ReCiPe resources (USD2013),"Global warming,  Human health (DALY)","Global warming,  Terrestrial ecosystems (species.year)","Global warming,  Freshwater ecosystems (species.year)",Stratospheric  ozone depletion (DALY),Ionizing  radiation (DALY),"Ozone formation,  Human health (DALY)",Fine particulate  matter formation (DALY),"Ozone formation,  Terrestrial ecosystems (species.year)",Terrestrial  acidification (species.year),Freshwater  eutrophication (species.year),Marine  eutrophication (species.year),Terrestrial  ecotoxicity (species.year),Freshwater  ecotoxicity (species.year),Marine  ecotoxicity (species.year),Human  carcinogenic toxicity (DALY),Human  non-carcinogenic toxicity (DALY),Land use . (species.year),mineral resource  scarcity (USD2013),Fossil resource  scarcity (USD2013),"Water consumption,  Human health (DALY)","Water consumption,  Terrestrial ecosystem (species.year)","Water consumption,  Aquatic ecosystems (species.year)",EF 3.1 Total (Pt),Acidification  (Pt),Climate change  (Pt),Ecotoxicity freshwater (Pt),Particulate  matter (Pt),"Eutrophication,  marine (Pt)","Eutrophication,  freshwater (Pt)","Eutrophication,  terrestrial (Pt)","Human toxicity,  cancer (Pt)","Human toxicity, non-cancer non-cancer (Pt)",Ionising radiation  (Pt),Land use  (Pt),Ozone depletion  (Pt),Photochemical ozone formation  (Pt),"Resource use,  fossils (Pt)","Resource use,  minerals+metals (Pt)",Water use  (Pt),Sources of LCI:
"Materials, agricultural, plant production",kg ,"bio-Cotton, China","0,9590","0,0018","0,0039","0,9148","0,03845","0,0017491189","0,0019264564","0,0014145914","0,00017514699","8,68E-06","0,00024764848","0,00021106488","0,00025800878","0,011438594","0,0049482421","0,00004435503","8,98E-01",0,"0,2891","4,7357305","3,6057801","0,67077249",0,"0,057493808","0,24990385","0,15178024","0,03385","0,03093","0,00277","0,00015","0,000001854601651","0,00000001024057779","0,02069984636","2,69E-07","8,12E-10","2,22E-14","1,04E-11","2,50E-13","2,10E-10","5,04E-08","3,02E-11","5,78E-11","6,66E-14","2,33E-15","7,27E-14","3,82E-15","7,30E-15","3,40E-11","2,56E-09","7,35E-11","0,000015506358","0,02068434","1,53E-06","9,26E-09","7,90E-12","6,51E-04","4,71E-07","0,000008060332","2,47E-08","4,09E-07","1,42E-07","1,38E-09","2,26E-07","1,16E-08","1,64E-07","1,83E-09","4,79E-08","3,07E-11","3,11E-07","5,17E-06","9,51E-08","6,36E-04","from: LCA update of cotton fibre and fabric life cycle inventory, Cotton Incorporated, 2017, John Jewell"
"Materials, agricultural, plant production",kg ,"bio-Cotton, India","0,8893","0,0023","0,0050","0,8310","0,05095","0,002261375","0,0023911088","0,0016850043","0,00021175642","1,29E-05","0,00038513746","0,0003268738","0,00030102361","0,017427434","0,0060791443","6,94E-05","8,07E-01",0,"0,3831","6,207328","4,8194461","0,82407512",0,"0,070455409","0,30674498","0,18660635","0,03286","0,03005","0,00260","0,00021","0,000001801769263","0,0000000096291836","0,02909497877","3,57E-07","1,08E-09","2,94E-14","1,59E-11","3,68E-13","2,51E-10","6,38E-08","3,60E-11","7,38E-11","1,00E-13","3,64E-15","1,04E-13","5,84E-15","1,13E-14","4,75E-11","3,98E-09","1,15E-10","0,000016993767","0,029077985","1,38E-06","8,32E-09","7,10E-12","5,92E-04","5,96E-07","1,07E-05","3,83E-08","5,28E-07","1,71E-07","2,13E-09","2,78E-07","1,73E-08","2,55E-07","2,69E-09","7,49E-08","4,24E-11","3,77E-07","6,82E-06","1,16E-07","5,72E-04","from: LCA update of cotton fibre and fabric life cycle inventory, Cotton Incorporated, 2017, John Jewell"
"Materials, agricultural, plant production",kg ,"bio-Cotton, USA","0,9942","0,0040","0,0091","0,8789","0,10220","0,0043830232","0,0042029679","0,0029694455","0,00036602771","2,11E-05","0,00065765324","0,00055641768","0,00056671561","0,029297864","0,013427509","1,19E-04","8,35E-01",0,"0,7684","12,530603","9,4625213","1,8202021",0,"0,15556287","0,67985024","0,4124661","0,04939","0,04560","0,00341","0,00038","0,000002733970924","0,00000001259909436","0,05364286571","7,15E-07","2,16E-09","5,89E-14","2,68E-11","6,01E-13","4,42E-10","1,20E-07","6,33E-11","1,38E-10","1,66E-13","6,22E-15","1,66E-13","9,84E-15","1,92E-14","7,43E-11","6,82E-09","1,97E-10","0,00002358371","0,053619282","1,89E-06","1,00E-08","5,60E-12","5,24E-04","1,11E-06","2,14E-05","6,52E-08","1,00E-06","3,02E-07","3,62E-09","4,89E-07","2,84E-08","4,35E-07","4,39E-09","1,29E-07","6,57E-11","6,60E-07","1,37E-05","2,44E-07","4,84E-04","from: LCA update of cotton fibre and fabric life cycle inventory, Cotton Incorporated, 2017, John Jewell"
"Materials, agricultural, plant production",kg ,"Cotton, China","1,0278","0,0052","0,0155","0,9185","0,08856","0,0078988421","0,004860326","0,0038636099","0,00083713613","4,28E-05","0,0004741807","0,0027644819","0,00032898945","0,014069248","0,0058510286","5,41E-05","0,89815354",0,"0,6659","10,033845","8,7170303","0,79315731",0,"0,064438509","0,28076186","0,17845681","0,04284","0,03932","0,00312","0,00041","0,000002357176333","0,00000001153948348","0,05673395538","6,23E-07","1,88E-09","5,13E-14","4,99E-11","2,37E-12","5,74E-10","1,97E-07","8,25E-11","2,19E-10","1,17E-13","3,14E-15","8,43E-13","1,17E-12","2,52E-14","4,44E-10","3,82E-09","8,92E-11","7,62E-04","0,055971463","1,53E-06","9,26E-09","7,90E-12","6,73E-04","1,70E-06","1,86E-05","3,24E-07","1,84E-06","3,75E-07","1,93E-09","5,83E-07","5,74E-08","3,14E-07","1,77E-08","5,83E-08","7,46E-10","9,00E-07","1,13E-05","6,77E-07","0,00063605852","from: LCA update of cotton fibre and fabric life cycle inventory, Cotton Incorporated, 2017, John Jewell"
"Materials, agricultural, plant production",kg ,"Cotton, India","1,0236","0,0088","0,0290","0,8386","0,14729","0,014226987","0,0080542298","0,006407923","0,001491537","7,80E-05","0,0008170271","0,0066716965","0,00043800708","0,0230258","0,0078445652","8,89E-05","0,80715577",0,"1,1075","16,373494","14,619153","1,0634013",0,"0,084218401","0,36786696","0,23885441","0,05021","0,04622","0,00328","0,00071","0,00000277098506","0,0000000121317491","0,0988028022","1,04E-06","3,13E-09","8,55E-14","9,10E-11","4,40E-12","9,53E-10","3,49E-07","1,37E-10","3,87E-10","1,98E-13","5,25E-15","1,62E-12","3,01E-12","4,92E-14","8,37E-10","6,51E-09","1,46E-10","1,79E-03","0,097011485","1,38E-06","8,32E-09","7,10E-12","6,34E-04","2,98E-06","3,09E-05","7,82E-07","3,31E-06","6,21E-07","3,23E-09","9,67E-07","1,05E-07","5,41E-07","3,29E-08","9,57E-08","1,38E-09","1,51E-06","1,86E-05","1,69E-06","0,00057161573","from: LCA update of cotton fibre and fabric life cycle inventory, Cotton Incorporated, 2017, John Jewell"
"Materials, agricultural, plant production",kg ,"Cotton, trade mix, China, India, USA","1,0438","0,0076","0,0235","0,8788","0,13386","0,011745645","0,0070345476","0,0055411122","0,0012175696","6,38E-05","0,00074228583","0,0047270831","0,00046011565","0,022530671","0,008940428","0,000088255004","0,84681781",0,"1,0064","15,151555","13,13794","1,2119516",0,"0,098483632","0,43021878","0,27296086","0,05081","0,04680","0,00339","0,00061","0,000002805862446","0,00000001253864293","0,0858703584","9,41E-07","2,84E-09","7,76E-14","7,49E-11","3,50E-12","8,24E-10","2,91E-07","1,18E-10","3,23E-10","1,80E-13","5,07E-15","1,25E-12","2,05E-12","3,98E-14","6,55E-10","6,12E-09","1,46E-10","1,26E-03","0,084613141","1,57E-06","9,10E-09","7,00E-12","6,27E-04","2,50E-06","2,81E-05","5,54E-07","2,73E-06","5,39E-07","3,08E-09","8,42E-07","8,56E-08","4,91E-07","2,62E-08","9,50E-08","1,09E-09","1,30E-06","1,71E-05","1,19E-06","0,00057174649","from: LCA update of cotton fibre and fabric life cycle inventory, Cotton Incorporated, 2017, John Jewell"
"Materials, agricultural, plant production",kg ,"Cotton, USA","1,0955","0,0089","0,0263","0,8844","0,17580","0,013323717","0,0084932822","0,0065480013","0,001331325","7,13E-05","0,00099767786","0,004527265","0,00067189103","0,033350595","0,014781367","1,34E-04","0,83545513",0,"1,3218","20,329786","16,980846","2,0037355",0,"0,16609184","0,72661361","0,45249904","0,06256","0,05788","0,00392","0,00076","0,000003470136878","0,00000001450539553","0,1065027887","1,23E-06","3,72E-09","1,02E-13","8,53E-11","3,71E-12","9,74E-10","3,34E-07","1,40E-10","3,73E-10","2,40E-13","7,43E-15","1,28E-12","1,85E-12","4,57E-14","6,73E-10","8,70E-09","2,21E-10","0,0011418287","0,10536096","1,89E-06","1,00E-08","5,60E-12","5,55E-04","2,90E-06","3,69E-05","5,30E-07","3,09E-06","6,43E-07","4,44E-09","1,01E-06","9,57E-08","6,60E-07","2,77E-08","1,44E-07","1,13E-09","1,52E-06","2,27E-05","1,16E-06","0,00048412945","from: LCA update of cotton fibre and fabric life cycle inventory, Cotton Incorporated, 2017, John Jewell"
"Materials, agricultural, plant production",kg ,"Jute fibres, not degummed,  Bangladesh, rainfed","0,1823","0,0030","0,0290","0,0220","0,12830","0,0034172211","0,002535742","0,0019120183","0,00039976391","2,34E-05","0,00062618795","0,023055766","0,00014581552","0,01423761","0,00057090407","5,06E-05","0,0070108636",0,"0,9647","3,8461867","3,7265822","0,077393501",0,"0,0052117206","0,020170616","0,016828653","0,02328","0,02210","0,00097","0,00021","0,000001324770424","0,000000003590929807","0,02934122004","1,05E-06","3,16E-09","8,63E-14","2,74E-11","1,13E-12","2,84E-10","8,82E-08","4,10E-11","9,96E-11","9,27E-14","2,79E-15","4,10E-13","7,08E-15","1,36E-14","2,07E-10","3,21E-09","8,36E-11","0,00059993604","0,028741284","1,84E-07","2,04E-10","2,34E-13","3,98E-05","7,82E-07","2,69E-05","2,70E-06","8,20E-07","1,89E-07","1,69E-09","2,99E-07","3,14E-08","4,14E-07","8,38E-09","5,45E-08","3,29E-10","7,58E-07","4,51E-06","6,76E-07","0,0000017052649",Rahman and Bala 2009. Ecological and environmental sustainability of jute production systems in Bangladesh: life cycle assessment
"Materials, agricultural, plant production",kg ,"Jute fibres, not degummed,  trade mix","0,2766","0,0030","0,0290","0,1163","0,12830","0,0034172211","0,002535742","0,0019120183","0,00039976391","2,34E-05","0,00062618795","0,023055766","0,00014581552","0,01423761","0,00057090407","5,06E-05","0,10128307",0,"0,9647","3,8461867","3,7265822","0,077393501",0,"0,0052117206","0,020170616","0,016828653","0,02327","0,02188","0,00117","0,00021","0,000001311954744","0,000000004335133688","0,02934122004","1,05E-06","3,16E-09","8,63E-14","2,74E-11","1,13E-12","2,84E-10","8,82E-08","4,10E-11","9,96E-11","9,27E-14","2,79E-15","4,10E-13","7,08E-15","1,36E-14","2,07E-10","3,21E-09","8,36E-11","0,00059993604","0,028741284","1,71E-07","9,48E-10","4,43E-13","6,83E-05","7,82E-07","2,69E-05","2,70E-06","8,20E-07","1,89E-07","1,69E-09","2,99E-07","3,14E-08","4,14E-07","8,38E-09","5,45E-08","3,29E-10","7,58E-07","4,51E-06","6,76E-07","0,000030169012",Rahman and Bala 2009. Ecological and environmental sustainability of jute production systems in Bangladesh: life cycle assessment
"Materials, agricultural, plant production",kg ,"Jute fibres, not degummed, Bangladesh","0,2269","0,0030","0,0290","0,0667","0,12830","0,0034172211","0,002535742","0,0019120183","0,00039976391","2,34E-05","0,00062618795","0,023055766","0,00014581552","0,01423761","0,00057090407","0,000050560921","0,051669591",0,"0,9647","3,8461867","3,7265822","0,077393501",0,"0,0052117206","0,020170616","0,016828653","0,04315","0,04161","0,00132","0,00021","0,000002494868124","0,000000004888532141","0,02934122004","1,05E-06","3,16E-09","8,63E-14","2,74E-11","1,13E-12","2,84E-10","8,82E-08","4,10E-11","9,96E-11","9,27E-14","2,79E-15","4,10E-13","7,08E-15","1,36E-14","2,07E-10","3,21E-09","8,36E-11","0,00059993604","0,028741284","1,35E-06","1,50E-09","1,73E-12","5,07E-05","7,82E-07","2,69E-05","2,70E-06","8,20E-07","1,89E-07","1,69E-09","2,99E-07","3,14E-08","4,14E-07","8,38E-09","5,45E-08","3,29E-10","7,58E-07","4,51E-06","6,76E-07","0,000012524805",Rahman and Bala 2009. Ecological and environmental sustainability of jute production systems in Bangladesh: life cycle assessment
"Materials, agricultural, plant production",kg ,"Jute fibres, not degummed, India","0,6776","0,0030","0,0290","0,5174","0,12830","0,0034172211","0,002535742","0,0019120183","0,00039976391","2,34E-05","0,00062618795","0,023055766","0,00014581552","0,01423761","0,00057090407","5,06E-05","0,5023643",0,"0,9647","3,8461867","3,7265822","0,077393501",0,"0,0052117206","0,020170616","0,016828653","0,02183","0,01961","0,00201","0,00021","0,000001175859832","0,000000007435807849","0,02934122004","1,05E-06","3,16E-09","8,63E-14","2,74E-11","1,13E-12","2,84E-10","8,82E-08","4,10E-11","9,96E-11","9,27E-14","2,79E-15","4,10E-13","7,08E-15","1,36E-14","2,07E-10","3,21E-09","8,36E-11","0,00059993604","0,028741284","3,48E-08","4,05E-09","1,24E-12","1,90E-04","7,82E-07","2,69E-05","2,70E-06","8,20E-07","1,89E-07","1,69E-09","2,99E-07","3,14E-08","4,14E-07","8,38E-09","5,45E-08","3,29E-10","7,58E-07","4,51E-06","6,76E-07","1,51E-04",Rahman and Bala 2009. Ecological and environmental sustainability of jute production systems in Bangladesh: life cycle assessment
"Materials, agricultural, plant production",kg ,"Jute fibres, not degummed, India, rainfed","0,2434","0,0030","0,0290","0,0831","0,12830","0,0034172211","0,002535742","0,0019120183","0,00039976391","2,34E-05","0,00062618795","0,023055766","0,00014581552","0,01423761","0,00057090407","5,06E-05","0,068144057",0,"0,9647","3,8461867","3,7265822","0,077393501",0,"0,0052117206","0,020170616","0,016828653","0,02039","0,01911","0,00106","0,00021","0,000001145857328","0,00000000393644773","0,02934122004","1,05E-06","3,16E-09","8,63E-14","2,74E-11","1,13E-12","2,84E-10","8,82E-08","4,10E-11","9,96E-11","9,27E-14","2,79E-15","4,10E-13","7,08E-15","1,36E-14","2,07E-10","3,21E-09","8,36E-11","0,00059993604","0,028741284","4,76E-09","5,49E-10","1,68E-13","5,87E-05","7,82E-07","2,69E-05","2,70E-06","8,20E-07","1,89E-07","1,69E-09","2,99E-07","3,14E-08","4,14E-07","8,38E-09","5,45E-08","3,29E-10","7,58E-07","4,51E-06","6,76E-07","2,05E-05",Rahman and Bala 2009. Ecological and environmental sustainability of jute production systems in Bangladesh: life cycle assessment
"Materials, agricultural, plant production",kg ,"Kenaf fibres, not degummed,  Italy","0,2804","0,0025","0,0063","0,2273","0,04423","0,0036515866","0,0023575073","0,0018297729","0,00038386396","2,08E-05","0,00027466157","0,00029937031","0,00016668844","0,0087295198","0,0030283331","3,52E-05","0,21535316",0,"0,3326","5,0457652","4,3629255","0,4105163",0,"0,033567843","0,14627668","0,092478903","0,01974","0,01896","0,00057","0,00021","0,000001136847366","0,000000002106761264","0,02910994049","3,11E-07","9,38E-10","2,56E-14","2,49E-11","1,09E-12","2,72E-10","9,17E-08","3,91E-11","1,02E-10","6,67E-14","1,97E-15","3,74E-13","5,69E-15","1,09E-14","2,00E-10","2,31E-09","5,81E-11","0,00086207249","0,028247868","7,31E-07","9,68E-10","7,63E-14","1,35E-04","7,97E-07","9,27E-06","3,51E-08","8,55E-07","1,79E-07","1,19E-09","2,81E-07","2,79E-08","1,82E-07","8,17E-09","3,80E-08","3,48E-10","4,27E-07","5,69E-06","1,09E-06","1,16E-04","Ardente F. et al., 2008. Energy and Buildings 40 pp 1-10"
"Materials, agricultural, plant production",kg ,"Kenaf fibres, not degummed, India","0,3170","0,0025","0,0063","0,2640","0,04423","0,0036515866","0,0023575073","0,0018297729","0,00038386396","2,08E-05","0,00027466157","0,00029937031","0,00016668844","0,0087295198","0,0030283331","3,52E-05","0,25204278",0,"0,3326","5,0457652","4,3629255","0,4105163",0,"0,033567843","0,14627668","0,092478903","0,00812","0,00705","0,00086","0,00021","0,0000004228380779","0,000000003169611416","0,02910994049","3,11E-07","9,38E-10","2,56E-14","2,49E-11","1,09E-12","2,72E-10","9,17E-08","3,91E-11","1,02E-10","6,67E-14","1,97E-15","3,74E-13","5,69E-15","1,09E-14","2,00E-10","2,31E-09","5,81E-11","0,00086207249","0,028247868","1,74E-08","2,03E-09","6,20E-13","9,49E-05","7,97E-07","9,27E-06","3,51E-08","8,55E-07","1,79E-07","1,19E-09","2,81E-07","2,79E-08","1,82E-07","8,17E-09","3,80E-08","3,48E-10","4,27E-07","5,69E-06","1,09E-06","0,000075985041","Ardente F. et al., 2008. Energy and Buildings 40 pp 1-10"
"Materials, agricultural, plant production",kg ,Linseed produced in region,"0,1588","0,0060","0,0138","0,1010","0,03798","0,0059268618","0,0059438014","0,0030378463","0,00054451216","8,03E-05","0,0023473708","0,0019665779","0,00018912206","0,099738418","0,0006683448","4,13E-04","0,0000026474238",0,"0,2856","13,746102","13,615754","0,090606005",0,"0,0038693826","0,014624266","0,021248514","0,00887","0,00754","0,00048","0,00086","0,0000004519963641","0,000000001764362369","0,1201952823","2,72E-07","8,20E-10","2,24E-14","1,05E-10","2,61E-12","4,52E-10","1,56E-07","6,64E-11","1,93E-10","5,69E-13","2,16E-14","6,39E-13","3,47E-14","6,74E-14","3,35E-10","2,37E-08","6,83E-10","0,000026742252","0,12016854","5,13E-11","3,12E-13","1,40E-17","3,17E-05","1,51E-06","7,96E-06","2,30E-07","1,51E-06","3,50E-07","1,25E-08","6,37E-07","1,08E-07","1,55E-06","1,92E-08","4,45E-07","5,16E-10","8,09E-07","1,64E-05","7,81E-08","7,37E-09",Agricultural production is part of production system. Delft University of Technology based on Dutch Industry
"Materials, ceramics ",kg ,Alumina,"1,1380","0,0300","0,1338","0,4957","0,47847","0,10926647","0,023268593","0,019552648","0,0016740451","4,12E-03","0,0046866476","0,0012203821","0,41299063","0,0024813557","0,080240907","1,18E-05","0,00000016787141",0,"3,5975","62,349974","44,019493","10,877271",0,"0,92709912","4,0643485","2,4617621","0,09829","0,09338","0,00354","0,00137","0,000005598032752","0,00000001308969656","0,192193719","3,35E-06","1,01E-08","2,76E-13","3,24E-11","3,87E-12","2,91E-09","2,23E-06","4,13E-10","2,56E-09","5,87E-14","7,69E-16","2,74E-12","3,12E-14","1,29E-13","1,54E-08","1,89E-09","1,89E-11","0,015781869","0,17641185","3,25E-12","1,98E-14","8,86E-19","2,20E-04","1,86E-05","1,00E-04","1,43E-07","1,54E-05","1,88E-06","3,88E-10","2,85E-06","5,53E-06","3,10E-06","2,91E-08","1,25E-08","5,14E-10","4,87E-06","6,63E-05","1,38E-06","0,00000000046723972",estimate based on Aluminium content
"Materials, ceramics ",kg ,Aluminium Nitride,"1,4176","0,0374","0,1666","0,6175","0,59605","0,13611834","0,028986772","0,024357647","0,0020854362","5,14E-03","0,0058383757","0,0015202869","0,51448171","0,0030911406","0,099959845","1,48E-05","0,00000020912526",0,"4,4816","77,672274","54,837138","13,550325",0,"1,1549307","5,0631487","3,066732","0,12244","0,11632","0,00441","0,00171","0,000006973730897","0,00000001630644623","0,239424681","4,17E-06","1,26E-08","3,44E-13","4,03E-11","4,83E-12","3,62E-09","2,78E-06","5,15E-10","3,18E-09","7,31E-14","9,58E-16","3,42E-12","3,88E-14","1,61E-13","1,92E-08","2,35E-09","2,35E-11","0,019660211","0,21976447","4,05E-12","2,47E-14","1,10E-18","2,75E-04","2,31E-05","1,25E-04","1,78E-07","1,92E-05","2,34E-06","4,83E-10","3,56E-06","6,89E-06","3,86E-06","3,63E-08","1,55E-08","6,40E-10","6,06E-06","8,26E-05","1,72E-06","5,82E-10",estimate based on Aluminium content
"Materials, ceramics ",kg ,Boron Carbide,"7,9427","0,6779","1,4139","0,5449","5,30594","0,87718723","0,53667548","0,45088131","0,22634052","0,00E+00","0,00069391475","0,000061039414","0,1709231",0,"0,37397561",0,"0,00E+00",0,"39,8943","249,45557","163,8521","50,69522",0,"4,3511044","19,072277","11,484864","1,02137","0,97747","0,03963","0,00427","0,00005860147899","0,0000001465731685","0,59747637","3,74E-05","1,13E-07","3,08E-12","2,06E-09","0,00E+00","6,70E-08","2,11E-05","9,50E-09","2,42E-08","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","1,86E-02","0,57883928","0,00E+00","0,00E+00","0,00E+00","6,10E-03","1,89E-04","1,11E-03","7,15E-09","3,27E-04","4,34E-05","0,00E+00","6,59E-05","0,00E+00","4,59E-07","0,00E+00","0,00E+00","0,00E+00","9,53E-05","2,61E-04","4,01E-03","0,00E+00","sintering process: heating by electricity is 1800 degrees x 1000J/kg = 1.8 MJ. ChuanSunYunkaiL, YunfeiWang, LingboZhu, QuanzhenJiang, YongMiao, XuebingChen. Effect of alumina addition on the densification of boron carbide ceramics prepared by spark plasma sintering technique Ceramics International. Volume 40, Issue 8, Part B, September 2014, Pages 12723-12728"
"Materials, ceramics ",kg ,Germanium,"1152,0185","9,5546","33,3613","997,0240","112,07866","23,621693","8,4202988","7,1159398","2,2094696","7,06E-02","0,15856098","1,3192818","996,43941",0,"0,58222618","0,0023187906","0,00E+00",0,"842,6967","10577,029","10480,457","78,935219",0,0,"0,83358893","16,803414","24,23744","22,25984","0,84659","1,13102","0,00133452256","0,000003130876159","158,405674","7,90E-04","2,38E-06","6,51E-11","6,50E-08","4,04E-09","1,06E-06","5,39E-04","1,52E-07","5,88E-07","1,32E-10","1,58E-12","3,63E-09","2,61E-11","6,13E-11","1,20E-06","3,10E-06","3,05E-09","7,34E+01","84,999878","0,00E+00","0,00E+00","0,00E+00","4,93E-02","4,40E-03","2,35E-02","1,55E-04","5,09E-03","6,75E-04","1,53E-06","1,03E-03","9,47E-05","1,05E-04","3,01E-05","2,21E-06","5,10E-07","1,74E-03","1,25E-02","3,22E-05","0,00E+00","852 kg CO2-eq/kg germanium, 10.7 MJgen.ind/ kgCO2,  gives 9116 MJ/kg. Van Hoof, G., Schurmans, M., Robertz, B. et al. Moving Towards Sustainable Germanium Sourcing Evaluated by Means of Life Cycle Assessment. J. Sustain. Metall. 6, 333–343 (2020). https://doi.org/10.1007/s40831-020-00277-4"
"Materials, ceramics ",kg ,Glaze (in addition to Porcelain and Stoneware),"0,2062","0,1949","0,0058","0,0005","0,00504","0,00035727952","0,00051995449","0,1919037","0,000066343919","0,0000071912154","0,0029701307","0,0048850277","0,000027605506","0,0000034710826","0,00045616311","3,25E-07","1,06E-09",0,"0,0379","1,3697991","1,2716089","0,061837993",0,"0,0042060727","0,018563898","0,013582194","0,00320","0,00132","0,00182","0,00006","0,00000007885213921","0,000000006740381844","0,008381206479","3,63E-08","1,10E-10","2,99E-15","5,05E-12","6,55E-13","2,86E-08","1,24E-08","6,53E-09","1,30E-11","9,31E-15","3,84E-17","8,08E-11","1,80E-12","1,13E-12","7,83E-11","1,45E-09","4,09E-13","0,00000095987925","0,0083802466","2,05E-14","1,25E-16","5,58E-21","3,66E-04","1,11E-07","0,000001056688","5,72E-07","1,20E-07","4,17E-08","9,84E-12","6,38E-08","9,65E-09","1,97E-06","4,92E-09","2,96E-10","8,69E-11","3,60E-04","1,55E-06","9,61E-09","2,94E-12","When pottery is painted with glaze, the solvents of the glaze will evaporate. This is the calculation of the emissions only of these solvents. Wet paint contains: diacetone alcohol (concentration 25% - 10%, take 17,5%); butanone (concentration 25%-10%, take 17,5%); methanol (concentration up to 2,5%, take 2,5%)"
"Materials, ceramics ",kg ,Porcelain,"0,0821","0,0082","0,0141","0,0040","0,05588","0,0047665139","0,0090765195","0,0076313186","0,00037314919","0,000043018881","0,00010460193","0,00028016191","0,00010801827","0,0032860208","0,00056259667","8,15E-06","5,29E-07",0,"0,4202","6,9049996","6,8128004","0,076273975",0,"0,00017334599","0,00099037314","0,014761526","0,01057","0,00979","0,00043","0,00035","0,0000005866874136","0,000000001576701716","0,04953572402","3,97E-07","1,20E-09","3,27E-14","3,06E-11","3,82E-12","1,13E-09","1,85E-07","1,62E-10","2,04E-10","5,28E-14","5,52E-16","1,03E-13","2,46E-13","5,60E-14","4,58E-10","3,40E-09","1,27E-11","0,00089714502","0,048638579","1,03E-11","6,24E-14","2,79E-18","2,63E-05","1,72E-06","0,000011715385","3,30E-08","1,20E-06","7,28E-07","2,57E-10","1,11E-06","5,77E-08","6,92E-08","2,87E-08","1,30E-08","5,06E-10","1,60E-06","7,98E-06","2,26E-08","1,47E-09","Environmental assessment for the production of porcelain in the Netherlands, situation 1988. Transport of raw materials included."
